# edges {(x_1, y_1), (x_2, y_2)}
775 923
849 923

680 923
775 923

649 923
680 923

638 923
649 923

626 923
638 923

528 923
626 923

518 923
528 923

487 923
487 925

487 923
487 923

518 923
487 923

518 923
518 923

518 923
518 923

518 923
518 923

518 923
518 923

518 923
518 923

518 923
518 923

518 923
518 923

518 923
518 923

452 925
452 926

452 923
452 925

487 923
452 923

518 923
487 923

518 898
518 923

518 898
518 898

518 898
528 898

518 734
518 898

452 734
449 734

487 734
452 734

518 734
487 734

518 734
518 734

518 434
518 734

518 393
518 434

528 393
518 393

528 393
528 393

528 378
528 393

116 289
116 288

127 289
116 289

127 289
127 289

127 289
127 289

127 289
127 289

127 289
127 289

127 289
127 289

127 289
127 289

127 289
127 289

127 289
127 289

407 289
127 289

449 289
407 289

452 289
449 289

487 289
452 289

518 289
487 289

518 288
518 250

518 289
518 288

528 289
518 289

528 289
528 289

528 304
528 289

528 378
528 304

626 378
528 378

638 378
626 378

649 378
638 378

680 378
775 378

649 378
680 378

649 378
649 378

649 378
649 378

649 378
649 378

649 378
649 378

649 378
649 378

649 378
649 378

649 378
649 378

906 32
906 32

906 45
906 32

849 45
906 45

775 45
849 45

680 45
775 45

649 45
680 45

649 45
638 45

649 139
649 45

649 139
680 139

649 139
649 139

649 250
649 139

649 288
649 250

649 289
649 288

649 304
649 289

649 378
649 304

649 378
649 378

649 393
649 378

649 393
649 393

649 393
649 393

449 434
407 434

452 434
449 434

487 434
452 434

518 434
487 434

528 434
518 434

528 434
528 434

528 434
528 434

528 393
528 434

626 393
528 393

626 378
626 304

626 393
626 378

638 393
626 393

649 393
638 393

649 393
649 393

649 393
649 393


# terminals (x, y)
649 393
849 923
906 32
528 898
452 926
407 434
449 734
626 304
518 250
116 288
127 289
680 139
638 45
487 925
775 378
