# edges {(x_1, y_1, z_1), (x_2, y_2, z_2)}
775 923 606
775 923 606
849 923 606

680 923 606
775 923 606

649 923 606
680 923 606

638 923 606
649 923 606

626 923 606
638 923 606

528 923 606
626 923 606

518 923 606
528 923 606

487 923 746
487 925 746

487 923 727
487 923 746

518 923 727
487 923 727

518 923 606
518 923 727

518 923 553
518 923 606

518 923 540
518 923 553

518 923 497
518 923 540

518 923 495
518 923 497

518 923 463
518 923 495

518 923 363
518 923 463

518 923 342
518 923 363

452 925 342
452 926 342

452 923 342
452 925 342

487 923 342
452 923 342

518 923 342
487 923 342

518 898 342
518 923 342

518 898 287
518 898 342

518 898 287
528 898 287

518 734 287
518 898 287

452 734 190
449 734 190

487 734 190
452 734 190

518 734 190
487 734 190

518 734 287
518 734 190

518 434 287
518 734 287

518 393 287
518 434 287

528 393 287
518 393 287

528 393 342
528 393 287

528 378 342
528 393 342

116 289 147
116 288 147

127 289 147
116 289 147

127 289 190
127 289 147

127 289 287
127 289 190

127 289 342
127 289 287

127 289 363
127 289 342

127 289 497
127 289 540

127 289 495
127 289 497

127 289 463
127 289 495

127 289 363
127 289 463

407 289 363
127 289 363

449 289 363
407 289 363

452 289 363
449 289 363

487 289 363
452 289 363

518 289 363
487 289 363

518 288 363
518 250 363

518 289 363
518 288 363

528 289 363
518 289 363

528 289 342
528 289 363

528 304 342
528 289 342

528 378 342
528 304 342

626 378 342
528 378 342

638 378 342
626 378 342

649 378 342
638 378 342

680 378 24
775 378 24

649 378 24
680 378 24

649 378 147
649 378 24

649 378 190
649 378 147

649 378 287
649 378 190

649 378 342
649 378 287

649 378 363
649 378 342

649 378 463
649 378 363

649 378 495
649 378 463

906 32 495
906 32 497

906 45 495
906 32 495

849 45 495
906 45 495

775 45 495
849 45 495

680 45 495
775 45 495

649 45 495
680 45 495

649 45 495
638 45 495

649 139 495
649 45 495

649 139 463
680 139 463

649 139 495
649 139 463

649 250 495
649 139 495

649 288 495
649 250 495

649 289 495
649 288 495

649 304 495
649 289 495

649 378 495
649 304 495

649 378 497
649 378 495

649 393 497
649 378 497

649 393 540
649 393 497

649 393 553
649 393 540

449 434 797
407 434 797

452 434 797
449 434 797

487 434 797
452 434 797

518 434 797
487 434 797

528 434 797
518 434 797

528 434 746
528 434 797

528 434 727
528 434 746

528 393 727
528 434 727

626 393 727
528 393 727

626 378 727
626 304 727

626 393 727
626 378 727

638 393 727
626 393 727

649 393 727
638 393 727

649 393 606
649 393 727

649 393 553
649 393 606


# terminals (x, y, z)
649 393 553
849 923 606
906 32 497
528 898 287
452 926 342
407 434 797
449 734 190
626 304 727
518 250 363
116 288 147
127 289 540
680 139 463
638 45 495
487 925 746
775 378 24
