# edges {(x_1, y_1, z_1), (x_2, y_2, z_2)}
251 608 891
251 608 891
251 538 891

251 608 411
251 608 891

168 936 411
140 936 411

168 900 411
168 936 411

251 900 411
168 900 411

251 608 411
251 900 411

251 608 127
251 608 411

251 608 65
251 608 127

168 538 65
168 528 65

168 608 65
168 538 65

251 608 65
168 608 65

543 608 65
251 608 65

543 900 65
543 900 127

543 608 65
543 900 65

543 608 47
543 608 65

616 608 47
543 608 47


# terminals (x, y, z)
616 608 47
543 900 127
140 936 411
251 538 891
168 528 65
