# edges {(x_1, y_1), (x_2, y_2)}
939 724
939 724

636 724
939 724

629 724
636 724

629 815
629 724

629 923
629 970

629 815
629 923

559 815
629 815

540 815
559 815

540 815
540 815

540 815
540 815

540 815
540 815

540 815
540 815

437 815
437 923

516 815
437 815

540 815
516 815

540 815
540 815

540 815
540 815

540 724
540 815

540 626
540 724

516 626
516 626

540 626
516 626

540 339
540 626

437 339
421 339

437 339
437 339

516 339
437 339

540 339
516 339

540 158
540 339

629 106
636 106

629 106
629 106

629 106
629 106

629 106
629 106

629 106
629 106

629 106
629 106

559 106
629 106

559 106
559 0

540 106
559 106

540 158
540 106

540 158
540 158

516 158
540 158

437 158
516 158

421 158
437 158

390 158
421 158

390 158
390 158

390 158
390 158


# terminals (x, y)
390 158
636 106
421 339
559 0
629 970
516 626
540 815
437 923
939 724
